ownerUsername,timestamp,caption,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28,hashtags/29,likesCount,commentsCount,,
thecapitolhoteltokyu,2024-06-29T03:00:22.000Z,"?ORIGAMI?????????

??????????????????????????????????????????????????

2024?8?31????????????????????

??? @thecapitolhoteltokyu ???????????????????

#??????????? #???? #?? #???? #??????? #?????
__________

ORIGAMI Grill Fair

Fresh fish, shellfish and meat grilled to perfection while you watch. The ORIGAMI Grill Fair is the perfect summertime treat.

Available for dinner until Saturday, 31 August 2024.
For more information, please visit @thecapitolhoteltokyu 's profile link.

#TheCapitolHotelTokyu #CapitolTokyuHotel #LuxuryCapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan  #TokyoFoodie
#ThePreferredLife #BelieveInTravel #IPreferRewards",???????????,????,??,????,???????,?????,TheCapitolHotelTokyu,CapitolTokyuHotel,LuxuryCapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,TokyoFoodie,ThePreferredLife,BelieveInTravel,IPreferRewards,,,,,,,,,,,,,,,203,2,,
thepeninsulatokyo,2023-08-02T07:45:37.000Z,"????????????????????????????????????????????????????????????????

A smile that lights up your arrival! The Peninsula Tokyo embodies the true spirit of hospitality, making each of our guests feel cherished in their own home away from home.",????????,???????,???,???????,?????,5?????,???????,?,???,thepeninsulatokyo,luxuryhotel,hospitality,comp,summer,service,5starhotel,ginza,summerholiday,,,,,,,,,,,,,495,2,,
aman_tokyo,2023-02-20T09:31:12.000Z,"Taking their design cues from the interiors of traditional Japanese houses, the guestrooms of Aman Tokyo are crafted from natural materials: wood, stone and Japanese paper. Deep granite bathtubs invite skyline-view soaking, with floor-to-ceiling windows onto the dynamic drama of the cityscape, abuzz by day, glittering by night.

??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????

#AmanTokyo #AmanDesign #Japan #?????",AmanTokyo,AmanDesign,Japan,?????,,,,,,,,,,,,,,,,,,,,,,,,,,,2680,14,,
thepeninsulatokyo,2023-08-16T06:49:15.000Z,"????????????????????????????????????????????????????????

Indulge in a refreshing soak while enjoying a view that soothes the soul. ?? Your path to serenity leads straight to The Peninsula Tokyo.",????????,???,?????,???,?????,thepeninsulatokyo,luxuryhotel,bathroom,hotellife,tokyo,wellnesswednesday,,,,,,,,,,,,,,,,,,,,486,3,,
thepeninsulatokyo,2023-08-13T04:43:52.000Z,"????????????????????????????????????????????????????????????™ ????????????????????? ???????? @natsumi0086

Embrace the joy of childhood wonder with us at The Peninsula Tokyo, where every little smile counts! Photo Courtesy of @natsumi0086",????????,???????,???,????????,?????,?????,?????,???,?,thepeninsulatokyo,luxuryhotel,peterrabbit,room,accommodation,kids,kidsfriemdly,summer,summerholiday,summervacation,,,,,,,,,,,,477,1,,
fstokyo,2023-11-06T03:02:27.000Z,"Discover the culinary magic of Four Seasons this holiday season.

??????????????????????????????????

#FSTasteofWonder #HereforTheHolidays",FSTasteofWonder,HereforTheHolidays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,2,,
thepeninsulatokyo,2023-08-18T09:31:42.000Z,"??????????????????????????? ???????????8?????????????????????????? ???????? @blueee__23 

Say ""hello"" to the luscious flavors of summer with our Lychee & Peach Afternoon Tea. Photo Courtesy of @blueee__23",????????,???????,???,?????????,?,???,???,??,???,???,????,thepeninsulatokyo,luxuryhotel,lychee,peach,afternoontea,summer,summerholidays,summervacation,,,,,,,,,,,,818,3,,
thepeninsulatokyo,2023-08-08T08:17:00.000Z,"??????????????????????????24????????????Peter??????????????????????????????????????????????????????????
 
Come lunch or dinner, the sweeping views of Hibiya Park and Tokyo's Imperial Palace from Peter never cease to amaze. ??",????????,???????,???,?????,?????,????,???,???????,???,???,thepeninsulatokyo,luxuryhotel,lunch,dinner,views,peter,steak,grill,anniversarydinner,tokyo,imperialpalace,,,,,,,,,,677,3,,
thepeninsulatokyo,2023-08-05T02:22:41.000Z,"?????????????????????150???????????????????????????????????????

Summer blooms await you just as you make your entrance to The Lobby. ??Have a lovely Saturday!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704,13,,
thepeninsulatokyo,2023-08-07T10:20:09.000Z,"1???????????LED?????????????????????????? ? ????????? ???????????????????????????? @nadeshiko__17 ??????????????????????????????

Embrace the fusion of elegance and artistry in our lobby. Photo Courtesy of @nadeshiko__17",????????,???????,???,??,??????,???,???,????,thepeninsulatokyo,luxuryhotel,art,artpiece,tokkie,entrance,tokyo,,,,,,,,,,,,,,,,939,6,,
thepeninsulatokyo,2023-08-11T02:44:31.000Z,"?????????????????1????????????????????????????????????????????????????????????? ??????????????????????? @banzai2japan ????????????????????????????? 

Step into a world where imagination meets indulgence. Our sumptuous chocolate creations take the form of the beloved Peninsula Bear, all carefully handcrafted by our skilled pastry chefs. ?? Photo Courtesy of @banzai2japan",????????,???????,???,??,?,???,????,????????,??????,???,thepeninsulatokyo,luxuryhotel,sweets,chocolates,summer,summerholiday,staycation,mountainday,,,,,,,,,,,,,965,5,,
aman_tokyo,2023-03-21T08:51:10.000Z,"Springtime inspiration has reached the kitchens of the Lounge by Aman in the form of Hanami Gozen – a special seasonal platter of prawn and vegetable tempura, garnished with cherry blossom, and best enjoyed with a glass of róse champagne.

?????? by ??????????????Hanami GOZEN????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????

#AmanFoodie #AmanTokyo #TheLoungebyAman #????? #??????????",AmanFoodie,AmanTokyo,TheLoungebyAman,?????,??????????,,,,,,,,,,,,,,,,,,,,,,,,,,2712,6,,
thepeninsulatokyo,2023-12-29T07:42:36.000Z,"?????????????????2023???????2?????????????????????????????????? 

Osechi Ryori – a taste of Japanese New Year’s Eve! Explore the tradition with us and enjoy a delightful feast packed with symbolic flavors to usher in prosperity.",????????,???????,???,????,????,???,2024?,??,thepeninsulatokyo,luxuryhotel,osechi,yearend,2024,celebration,,,,,,,,,,,,,,,,,609,3,,
thepeninsulatokyo,2023-10-30T10:08:51.000Z,"?????????????????????????????? ??????????????????

A cozy corner in The Peninsula Spa & Wellness Center. Photo courtesy of @michellenash__ .",????????,???????,???,??,???,???,??????,thepeninsulatokyo,luxuryhotel,cozy,art,hotellife,,,,,,,,,,,,,,,,,,,375,2,,
thepeninsulatokyo,2023-08-14T07:48:39.000Z,"??????????????????????? @reikoo29 ?????????????????

Bringing a smile to our faces as we witness our furry friend bask in the lap of luxury. We hope you enjoyed your stay with us! @reikoo29",????????,???????,???,?????,?????????,???,???,?,thepeninsulatokyo,luxuryhotel,dogfriendly,relax,dog,summer,summerholiday,happymonday,,,,,,,,,,,,,,,670,6,,
aman_tokyo,2023-03-18T06:53:11.000Z,"Beginning next Monday, 20 March, Aman Tokyo invites guests to experience the splendour of the spring season with a private Sakura river cruise. Step aboard a boat adorned with cherry blossom and journey up the the Sumida River and its tributaries, taking in the fragile beauty of the trees lining the banks, their boughs heavy with fragrant pink flowers.

3?20???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????

#AmanTokyo #Sakura #SakuraRiverCruise #????? #? #???????",AmanTokyo,Sakura,SakuraRiverCruise,?????,?,???????,,,,,,,,,,,,,,,,,,,,,,,,,2274,8,,
aman_tokyo,2023-05-05T09:43:10.000Z,"Made in Japan and available  from the Aman Spa and online, the Aman Essential Skin collection comprises five botanical products blended to protect the skin from environmental stress, providing moisture to support its barrier function. Extracts of indigo and purple brown rice bran help make each formulation a highly effective addition to daily skincare regimes. 

??????????? 5 ???????????????????????????? ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????

#AmanEssentials #AmanTokyo #AmanWellness #????? #?????",AmanEssentials,AmanTokyo,AmanWellness,?????,?????,,,,,,,,,,,,,,,,,,,,,,,,,,458,1,,
thecapitolhoteltokyu,2024-07-21T03:53:31.000Z,"?????????????The Capitol Lounge SaRyoh???????????
 
?????????????????????????????????????????????????????????????????The Capitol Lounge SaRyoh??
???????????????????????????????????????????????????????????????????????
 
??????? @thecapitolhoteltokyu ???????????????????

#??????????? #???? #?? #???? #?????????? #??????? #??????? 
__________

Discover the Capitol Lounge SaRyoh, an exclusive retreat on our Club Floor.
 
Our hotel's signature hospitality, ""space of harmony"" theme and elegant Japanese aesthetics make it the perfect place to unwind. Enjoy a uniquely personal service from our attentive staff and specially selected beverages and snacks throughout your stay.
 
For more information, please visit @thecapitolhoteltokyu 's profile link.

#TheCapitolHotelTokyu #LuxuryCapitolHotel #VisitJapan #LuxuryTokyo #Omotenashi
#ThePreferredLife #BelieveInTravel #IPreferRewards",???????????,????,??,????,??????????,???????,???????,TheCapitolHotelTokyu,LuxuryCapitolHotel,VisitJapan,LuxuryTokyo,Omotenashi,ThePreferredLife,BelieveInTravel,IPreferRewards,,,,,,,,,,,,,,,,319,2,,
aman_tokyo,2023-03-15T09:10:17.000Z,"At Aman Tokyo’s spa, the current Seasonal Journey the beauty and restoration of springtime with a rejuvenating treatment inspired by the blooming of flowers. Seasonal ingredients are used to reinvigorate mind and body, with a foot bath including Chinese herbs and mineral salts, a body scrub or wrap incorporating seasonal flora, followed by a full body massage.

?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????

#AmanWellness #AmanSpa #Japan #????? #??????????",AmanWellness,AmanSpa,Japan,?????,??????????,,,,,,,,,,,,,,,,,,,,,,,,,,1099,3,,
aman_tokyo,2023-02-28T09:35:09.000Z,"Offered in the serenity of Aman Tokyo’s spa, the Aman Advanced Facial is designed to brighten and tighten the skin, resulting in a more radiant, rejuvenated complexion. The treatment makes use of Aman Essential Skin products, a made-in-Japan collection of specially blended skincare products featuring rice bran and indigo extracts. 

??? ????????????? ????????????????????????????????????????????????????????????LED???????????????????????????????????????????????????????????????????????????????????????????????????????????

#AmanWellness #AmanEssentialSkin #AmanTokyo #??????????? #????? #?????????? #?????",AmanWellness,AmanEssentialSkin,AmanTokyo,???????????,?????,??????????,?????,,,,,,,,,,,,,,,,,,,,,,,,702,0,,
thecapitolhoteltokyu,2024-06-04T12:00:41.000Z,"????7????????

???????????????6??????????????????????????????????????????????????????6??????????????20??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????

#??????????? #???? #??? #???? #?? #??? #??? #??? 
__________

Sanno Matsuri - 7th June 

The Sanno Matsuri Grand Parade takes place every even-numbered year in June. We're honoured to host the mikoshi bearers before they tackle the climb up Otokozaka (the steep steps up to the temple). 

Step into our main lobby during the festival and you’ll enjoy a beautiful Mikoshi shrine display along with the heroic sounds of Sanno Matsuri

#TheCapitolHotelTokyu #LuxuryCapitolHotel #CapitolHotel #CapitolTokyuHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #SannoMatsuri
#ThePreferredLife #BelieveInTravel #IPreferRewards",???????????,????,???,????,??,???,???,???,TheCapitolHotelTokyu,LuxuryCapitolHotel,CapitolHotel,CapitolTokyuHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,SannoMatsuri,ThePreferredLife,BelieveInTravel,IPreferRewards,,,,,,,,,,,,252,0,,
thepeninsulatokyo,2024-08-03T06:10:04.000Z,"'?????????????????????????????????????????????????????????????????????????

Feel the heartbeat of Tokyo at Shibuya Crossing, a mere 20 minutes from The Peninsula Tokyo. Enjoy easy access to the city's hottest spots while enjoying the vibrant bustle and energy of the city.",????????,???????,??????,??,???????????,thepeninsulatokyo,shibuya,touristspot,tokyo,shibuyacrossing,,,,,,,,,,,,,,,,,,,,,392,4,,
thepeninsulatokyo,,"?????????????????????????????????????????????????????????????????????????????????????????????????????TOKYO DMM?????????????????????????????
#familymoments 

Prepare for a family vacation that blends art, luxury, and relaxation into one unforgettable experience. Tokyo Family Moments is the perfect package for you and your family to explore the city. Start your day right with some tasty breakfast bites, and then get ready to visit the interactive art museum, TeamLab, for some magical experiences!",????????,???????,???,?,?????,??,?????,????,???,??,thepeninsulatokyo,luxuryhotel,autumntrip,tokyo,familyfriendly,teamlab,traveltuesday,autumn,familymoments,,,,,,,,,,,,650,5,,2023-10-10T08:23:56.000Z
thecapitolhoteltokyu,,"??6??????????????????????

???????????????????????????
????????????????????????

??????????????????????????????????????????????????????

#??????????? #?????? #?????? #???? #SDGs #???????? #???? #?? 
__________

World Environment Day and World Oceans Day

Today is World Environment Day and World Oceans Day. Our wooden straws are made from trees taken from forests when they’re thinned. This helps maintain the landscape, prevent landslides and revitalize sustainable forests.

#WorldOceansDay #Worldenvironmentday 
#TheCapitolHotelTokyu #CapitolTokyuHotel #LuxuryCapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan
#ThePreferredLife #BelieveInTravel #IPreferRewards",???????????,??????,??????,????,SDGs,????????,????,??,WorldOceansDay,Worldenvironmentday,TheCapitolHotelTokyu,CapitolTokyuHotel,LuxuryCapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,ThePreferredLife,BelieveInTravel,IPreferRewards,,,,,,,,,,,,168,0,,2024-06-05T03:16:06.000Z
aman_tokyo,,"‘Finding a sanctuary, a place apart from time, is not so different from finding a faith.'
– Pico Iyer

????????????????????????????????????

#AmanTokyo #AmanDesign #Japan #?????",AmanTokyo,AmanDesign,Japan,?????,,,,,,,,,,,,,,,,,,,,,,,,,,,3993,14,,2023-03-20T11:50:05.000Z
aman_tokyo,,"‘Forests were the first temples of the divinity, and it is in the forests that men have grasped the first idea of architecture.’
– François-René de Chateaubriand

In the heart of the Otemachi Forest, the Café by Aman is immersed in the solace of nature; a place to pause, feel the autumn breeze, and reconnect with the green world, set apart from the surrounding city.

?????by??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????

#AmanFoodie #AmanTokyo #TheCafeByAman #Japan #????? #?????????",AmanFoodie,AmanTokyo,TheCafeByAman,Japan,?????,?????????,,,,,,,,,,,,,,,,,,,,,,,,,6452,18,,2023-09-27T04:04:07.000Z
aman_tokyo,,"The Latin word ‘Arva’ is etymologically linked to the English word ‘harvest’, a reflection of the way its namesake restaurant draws on the seasonal ingredients from forest, field and ocean to create flavourful, heartwarming dishes. Through Arva, Aman Tokyo pays tribute to the bounty of the earth in an elegant, sky-view setting.

Arva???????????Harvest????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????

#AmanResorts #AmanTokyo #Arva #????? #????",AmanResorts,AmanTokyo,Arva,?????,????,,,,,,,,,,,,,,,,,,,,,,,,,,1426,5,,2023-03-03T10:01:08.000Z
aman,,"‘Break open
A cherry tree
And there are no flowers;
But the spring breeze
Brings forth myriad blossoms.’
– Ikkyu

Tokyo is in bloom, and petals adorn the boughs like clouds of joy.

#TheSpiritofAman #Tokyo #Japan #Sakura

Captured by @bystephzhao",TheSpiritofAman,Tokyo,Japan,Sakura,,,,,,,,,,,,,,,,,,,,,,,,,,,8533,23,,2023-03-29T15:49:05.000Z
thepeninsulatokyo,,"??????????????????????????????????????????????????????????????????

Every sunset is a reminder of life's beauty and a moment to pause before Tokyo's busy nightlife starts.",????????,???????,???,???????,?????,????????,thepeninsulatokyo,luxuryhotel,magichour,sunset,staycation,thursdaymotivation,,,,,,,,,,,,,,,,,,,544,4,,2023-09-07T10:05:41.000Z
aman_tokyo,,"The interplay of light and shade is at the root of all Japanese aesthetics, and underpins the visual and textural experience of Aman Tokyo. Beneath the 30-metre ceiling of the lobby, Japanese shoji paper lining the walls creates the impression of being inside a traditional lantern, giving the light a glow of warm gold.

???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Image by @benrich__

#AmanDesign #AmanTokyo #Japan #?????",AmanDesign,AmanTokyo,Japan,?????,,,,,,,,,,,,,,,,,,,,,,,,,,,1481,6,,2023-03-27T08:22:12.000Z
aman_tokyo,,"‘It is spring again. The earth is like a child that knows poems by heart.’
– Rainer Maria Rilke

Amid the greenery, the Café by Aman celebrates the springtime with a new seasonal menu, and marks Earth Day with a special quiz focused on the extraordinary urban biodiversity project that is the Otemachi Forest – with a glass of Champagne waiting for the winner.

?????????????? by ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????1?????????????

#AmanFoodie #AmanTokyo #TheCafebyAman #????by??? #?????",AmanFoodie,AmanTokyo,TheCafebyAman,????by???,?????,,,,,,,,,,,,,,,,,,,,,,,,,,5482,3,,2023-04-22T09:16:05.000Z
aman_tokyo,,"With among the most generous proportions in the city, the suites of Aman Tokyo are sedate urban sanctuaries high above the buzz and clamour of the streets below. Bedrooms, bathrooms and living areas all look out through floor-to-ceiling windows, the cityscape panorama unfolding into the distant mountains on the horizon.

???????????????????????????????????????????????????????????????????????????????????????

#AmanDesign #AmanTokyo #Japan #?????",AmanDesign,AmanTokyo,Japan,?????,,,,,,,,,,,,,,,,,,,,,,,,,,,2185,2,,2023-05-03T09:02:12.000Z
thepeninsulatokyo,,"?????????????????????????????????????????????????????????????????????????????? @16__akanen ?????????????????????????????

Let the artistry of dim sum unfold before your eyes. Photo courtesy of @16__akanen",????????,???????,???,?,?????????,???,??,???,??,????,??,thepeninsulatokyo,luxuryhotel,afternoontea,chinese,chinesefood,tea,summer,summerholiday,sunday,,,,,,,,,,,1220,3,,2023-07-23T06:33:39.000Z
thepeninsulatokyo,,"??????????????????? ?????????????????????????????????? @natsumi0086 

A meal that is simple yet profound. Experience the revitalizing simplicity of our Zen-inspired meal, ICHIJU ISSAI (one soup, one dish), and immerse yourself in the perfect harmony of mind, body, and taste. Photo courtesy of @natsumi0086",????????,???????,???,??????????,????,thepeninsulatokyo,luxuuryhotel,inroom,dinner,summer,championsleague,,,,,,,,,,,,,,,,,,,,437,2,,2023-07-29T10:26:59.000Z
aman_tokyo,,"From 15 April, the Café by Aman celebrates the greenery of springtime with a matcha-fuelled Green Tea Forêt Dessert. On the top tier, matcha and raspberry mousse promises the perfect balance of sweetness and acidity, with tiramisu, chocolate bonbon and ice cream beneath.

????? by ?????4?15???????????????????????? ??? ?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????

#AmanTokyo #TheCafebyAman #Matcha #AmanFoodie #????? #????????? #??",AmanTokyo,TheCafebyAman,Matcha,AmanFoodie,?????,?????????,??,,,,,,,,,,,,,,,,,,,,,,,,2041,8,,2023-04-04T12:00:32.000Z
thepeninsulatokyo,,"?????????????????????? ???????????????? ????????…?????????????

Breakfast dilemmas: A nutritious avocado toast or an authentic Japanese breakfast? ??",????????,???????,???,??,???,??,????,???,?????????,thepeninsulatokyo,luxuryhotel,breakfast,inroom,inroombrekafast,happyfriday,goodmorning,japanese,summer,tgif,flatlay,,,,,,,,,,,472,2,,2023-07-21T00:12:57.000Z
thepeninsulatokyo,,"???????????????????????????????? @reikoo29 ?????????????????????????????

A warm welcome from our furry Peninsula page dog! Thanks for sharing this adorable picture with us! @reikoo29 #penpets",????????,???????,???,???,?????,?????????,?????????,???,?,????????,thepeninsulatokyo,luxuryhotel,summerholiday,dogfriendly,dogstay,summervacation,summer,staycation,penpets,,,,,,,,,,,,506,3,,2023-07-31T09:07:53.000Z
thepeninsulatokyo,,"???????????????????????????????? #????? ??????????????????????????	

Journeying through life and travel, discovering balance and inner peace is truly a gift.",????????,???????,???,?????,??,?????,?????,????????,??,????????,??????,thepeninsulatokyo,luxuryhotel,wellness,staycation,lifelivedbest,wellnesswednesday,,,,,,,,,,,,,,310,1,,2023-07-26T01:06:27.000Z
thepeninsulatokyo,,"??????????????????24? ?????????Peter????????????????????????????????

The blue skies and green trees over Tokyo's Imperial Palace Gardens. We never get tired of this view! ??",????????,???????,???,?,???,????????,??????,thepeninsulatokyo,luxuryhotel,staycation,summerholiday,summervacation,summer,summerbreak,tokyo,ginza,imperialpalace,beatthesummerheat,views,,,,,,,,,,,,631,3,,2023-07-27T04:07:12.000Z
thepeninsulatokyo,,"???????????????????????????????????????? ???????????????????????????????????????????????????????????????????????????????9/29?????8/30??9/30?????????????????????????????? ??

Since 1986, our legendary Peninsula Mini Egg Custard Mooncakes have been a cherished classic. Handcrafted by our master chefs at Hei Fung Terrace, these deliciously decadent mooncakes are the perfect treat to share with friends, family, and colleagues.??",????????,??,?,?????,??????,???,#???,thepeninsulatokyo,mooncake,sweets,autumn,autumnfestival,,,,,,,,,,,,,,,,,,,867,8,,2023-08-01T08:25:42.000Z
thepeninsulatokyo,,"????????????????????????????????? @luxeat ????????????????????????????	

Spotted @luxeat sharing her favorite sunsets at The Peninsula Tokyo - hope enjoyed your #staycation ! #penmoments",????????,??,?,?????????,??,???,thepeninsulatokyo,luxuryhotel,summer,summerescape,deluxesuite,staycation,penmoments,,,,,,,,,,,,,,,,,,607,5,,2023-07-24T10:07:33.000Z
thecapitolhoteltokyu,,"????????????????????

???????????ORIGAMI????????????????? ????????????????????????????????????????????????????????????????????????????????????????????????????????????

?????????????????
@kainfort.kt

#??????????? 
#???? #?? #??????? #??????? #??????? #????????
__________

Chicken with A Flourish
Thinly battered, crispy on the outside and tender on the inside; our Chicken Basket is a speciality at ORIGAMI All Day Dining. All made that little bit extra special with the flourish of an origami-style folded napkin.

Thank you for the lovely photos. @kainfort.kt 

#TheCapitolHotelTokyu #LuxuryCapitolHotel #CapitolHotel #CapitolTokyuHotel #VisitJapan #LuxuryTokyo #LuxuryJapan  #tokyofoodi 
#ThePreferredLife #BelieveInTravel #IPreferRewards",???????????,????,??,???????,???????,???????,????????,TheCapitolHotelTokyu,LuxuryCapitolHotel,CapitolHotel,CapitolTokyuHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,tokyofoodi,ThePreferredLife,BelieveInTravel,IPreferRewards,,,,,,,,,,,,,355,0,,2024-05-29T03:00:15.000Z
thecapitolhoteltokyu,,"27???29????????? ???????????????????????????????????????????????????????????????????????????????????????????

??? @thecapitolhoteltokyu ???????????????????

#??????????? #???? #?? #??????????  #????? #??
__________

Luxury with a View

Our Executive Suites on the 27th to 29th floors offer the perfect blend of comfort and elegance. With plush sofas in the living room and spacious bedrooms, they’re the perfect place to enjoy stunning views across the city. 

For more information, please visit @thecapitolhoteltokyu's profile link.

#TheCapitolHotelTokyu #LuxuryCapitolHotel #CapitolHotel #CapitolTokyuHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #TokyoSkyline #TokyoPanorama #RoomWithAView",???????????,????,??,??????????,?????,??,TheCapitolHotelTokyu,LuxuryCapitolHotel,CapitolHotel,CapitolTokyuHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,TokyoSkyline,TokyoPanorama,RoomWithAView,,,,,,,,,,,,,,,188,0,,2024-05-18T03:00:25.000Z
thecapitolhoteltokyu,,"????????????????????????????????????????????????????????????????????????????? ????????????????????????????????????????

#??????????? #???? #?? #?????????? #???? 
__________

Take a stroll in the evening and discover the magic of the hotel at night ??? The refined, modern Japanese-style space comes alive in the darkness offering a peaceful escape from everyday life.

#TheCapitolHotelTokyu #CapitolTokyuHotel #CapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #JapaneseStyle #JapaneseDesign
#ThePreferredLife #BelieveInTravel #IPreferRewards",???????????,????,??,??????????,????,TheCapitolHotelTokyu,CapitolTokyuHotel,CapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,JapaneseStyle,JapaneseDesign,ThePreferredLife,BelieveInTravel,IPreferRewards,,,,,,,,,,,,,,,301,0,,2024-06-16T03:00:30.000Z
thecapitolhoteltokyu,,"?
???????????
????????????????????????

??????????????????????????????????????????????????????????????????????

#???????????  #???? 
#?? #??? #??????????? #sogetsu #???? 

_________________________

“Kandachi” (Thunder and Lightning) Ikebana
With its Hydrangea resembling dark clouds, pierced by Karatachi trees representing the lightning that often strikes in the rainy season, this month’s Ikebana brings drama to our lobby.

#ThePreferredLife #BelieveInTravel #IPreferRewards
#LuxuryCapitolHotel #CapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #CapitolTokyuHotel #Ikebana",???????????,????,??,???,???????????,sogetsu,????,ThePreferredLife,BelieveInTravel,IPreferRewards,LuxuryCapitolHotel,CapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,CapitolTokyuHotel,Ikebana,,,,,,,,,,,,,,277,0,,2024-05-31T12:47:08.000Z
thepeninsulatokyo,,"??????????????????????????????????????????????????? ???????? @cucum_ykkrr 

Awaken to the aroma of scrumptious omelets and a delectable spread of gourmet delights brought straight to your doorstep.Photo courtesy of @cucum_ykkrr",????????,??,????,??,???,???,thepeninsulatokyo,luxuryhotel,breakfast,sunday,sundayfunday,summer,,,,,,,,,,,,,,,,,,,652,3,,2023-08-06T01:38:56.000Z
thecapitolhoteltokyu,,"??????????????????????????????????
?????????????????????????????????????????

??????????????????
@mary_jane_86

#??????????? #???? #?? #?????????? #????? #??
__________

Tokyo City Highlife

Stay in one of our upper floor rooms and go up in the world. The stunning Tokyo Panorama changes throughout the day and dazzles as night falls.

Thank you, @mary_jane_86 , for sharing a wonderful photos?

#TheCapitolTokyuHotel #LuxuryCapitolHotel #CapitolHotel #CapitolTokyuHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #TokyoSkyline #TokyoPanorama  #RoomWithAView",???????????,????,??,??????????,?????,??,TheCapitolTokyuHotel,LuxuryCapitolHotel,CapitolHotel,CapitolTokyuHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,TokyoSkyline,TokyoPanorama,RoomWithAView,,,,,,,,,,,,,,,240,0,,2024-05-20T03:00:31.000Z
thecapitolhoteltokyu,,"Serenity in the heart of the city

Hamarikyu Gardens is a representative Daimyo garden of the Edo period. It features the only seawater pond in Tokyo with water straight from Tokyo Bay. The natural beauty of the park, with its teahouses and duck pond provides a dramatic contrast to the skyscrapers that surround it.

Just a short distance from the hotel. 
Opening Hours:9 a.m. to 5 p.m.(admission until 4:30 p.m.)

#TheCapitolHotelTokyu
#LuxuryCapitolHotel #CapitolHotel #CapitolTokyuHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #JapanGardens #HamarikyuGardens #BeautifulJapan
__________

????????????????

?????????????????????????????????????????????????????????????????????????????????????????????????????????

????????????1-1

???????9????5???????4?30????
????????????????????????????

#??????????? #???? #?? #???? #??????? #?? #??",TheCapitolHotelTokyu,LuxuryCapitolHotel,CapitolHotel,CapitolTokyuHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,JapanGardens,HamarikyuGardens,BeautifulJapan,???????????,????,??,????,???????,??,??,,,,,,,,,,,,,,168,0,,2024-05-25T12:00:11.000Z
thecapitolhoteltokyu,,"????????????????????????????????

130???????????????????????????????????????????????????????????????????

???????????????????????????????????????????????????????????????????????????????”???????”?????????

??????????????????
@pomupukupurin

??? @thecapitolhoteltokyu ???????????????????

#??????????? #???? #?? #???? #???? #???????? #??????????
__________

A Chinese Feast for The Senses

Chinese Restaurant “Star Hill” creates dishes that are a feast for the senses. Our buffet-style menu offers 130 different choices, all cooked to perfection and beautifully presented. It’s the perfect opportunity to enjoy your favourite dishes and combine them with something new. 

Thank you for the beautiful photos. @pomupukupurin 

For more information, please visit @thecapitolhoteltokyu 's profile link.

#TheCapitolHotelTokyu #LuxuryCapitolHotel #CapitolHotel #CapitolTokyuHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #TokyoFoodie",???????????,????,??,????,????,????????,??????????,TheCapitolHotelTokyu,LuxuryCapitolHotel,CapitolHotel,CapitolTokyuHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,TokyoFoodie,,,,,,,,,,,,,,,,247,0,,2024-05-22T03:00:15.000Z
